SCUOLA_ANONIMO,CLASSE_ANONIMO,STUDENTE_ANONIMO,TIPO_SCUOLA,Grado,genere,mese,anno,luogo,regolarità,origine,luogo_padre,luogo_madre,voto_scritto_ita,voto_orale_ita,voto_scritto_mat,voto_orale_mat,voto_scritto_eng,voto_orale_eng,codice_orario,Cod_Reg,Areageo_5,WLE_ELI_200,LIVELLI_WLE_ELI,peso_studente,peso_classe,peso_scuola,ESCS_studente
975,1034,16263,1,13,1,5,4,1,1,1,1,1,12,8,12,9,12,8,3,20,5,214.955348503443,2,11.0853658536585,2.48780487804878,4.45588235294118,1.51438999396618
973,1033,16264,1,13,1,1,4,1,1,1,1,1,8,8,66,9,9,9,3,20,5,266.681773804932,3,9.48717948717949,1.1025641025641,8.6046511627907,-.0157685078116685
973,1032,16265,1,13,1,12,4,1,1,1,1,1,7,4,66,5,5,6,3,20,5,201.825358639584,2,9.48717948717949,1.1025641025641,8.6046511627907,1.4803868320854
973,1033,16266,1,13,1,12,3,1,3,1,1,1,6,5,66,5,5,3,3,20,5,127.66543733143,1,9.48717948717949,1.1025641025641,8.6046511627907,1.89165715155831
973,1032,16267,1,13,1,11,4,1,1,1,1,1,8,10,66,7,9,9,3,20,5,278.439546549082,3,9.48717948717949,1.1025641025641,8.6046511627907,-.0555317674972164
973,1033,16268,1,13,2,3,4,1,1,1,1,1,7,6,66,7,7,4,3,20,5,269.947711436447,3,9.48717948717949,1.1025641025641,8.6046511627907,-.377102616577677
973,1033,16269,1,13,2,2,5,1,1,1,1,1,8,9,66,8,7,9,3,20,5,191.934389864655,2,9.48717948717949,1.1025641025641,8.6046511627907,1.31658589711697
975,1035,16270,1,13,1,7,4,1,1,1,1,1,12,4,12,3,12,4,3,20,5,190.924762920212,2,11.0853658536585,2.48780487804878,4.45588235294118,1.31658589711697
973,1033,16271,1,13,2,1,4,1,1,1,1,1,8,9,66,9,9,9,3,20,5,283.36230113211,3,9.48717948717949,1.1025641025641,8.6046511627907,.266039081583244
973,1032,16272,1,13,2,7,4,1,1,1,1,1,9,8,66,7,8,7,3,20,5,175.032942894155,2,9.48717948717949,1.1025641025641,8.6046511627907,.44474147493718
973,1032,16274,1,13,1,6,4,1,1,1,1,1,8,8,66,6,7,6,3,20,5,179.483065420658,2,9.48717948717949,1.1025641025641,8.6046511627907,-.303336195011357
973,1033,16275,1,13,2,1,5,1,1,1,1,1,6,7,66,7,7,9,3,20,5,253.373707145691,3,9.48717948717949,1.1025641025641,8.6046511627907,-.304218211703986
973,1033,16276,1,13,2,8,4,1,1,1,1,1,8,9,66,8,9,10,3,20,5,279.382183113758,3,9.48717948717949,1.1025641025641,8.6046511627907,-.842423938077291
1463,1029,16277,1,13,1,12,4,2,1,1,1,1,12,7,12,7,12,8,2,20,5,282.150979685096,3,30.3,1.06666666666667,28.40625,1.33568760061224
1463,1029,16278,1,13,1,8,4,1,1,9,9,9,12,8,12,6,12,5,2,20,5,190.41389060027,2,30.3,1.06666666666667,28.40625,-.0555317674972164
1454,1004,16279,4,13,2,3,5,1,1,1,1,4,7,7,7,5,5,6,3,20,5,147.683704509429,1,35.9111111111111,4.86666666666667,7.37899543378995,-.187460291612003
965,1012,16280,4,13,1,6,4,1,1,1,1,1,12,6,12,5,12,7,3,20,5,158.761319988906,1,17.9555555555556,4.73333333333333,3.79342723004695,-.304218211703986
1463,1029,16281,1,13,1,5,4,1,1,1,1,1,12,6,12,6,12,5,2,20,5,154.416706258938,1,30.3,1.06666666666667,28.40625,.0515911814797304
1463,1029,16282,1,13,1,1,5,1,1,1,1,1,12,9,12,9,12,9,2,20,5,282.150979685096,3,30.3,1.06666666666667,28.40625,1.19281914488572
1463,1029,16283,1,13,2,6,4,1,1,1,1,1,12,7,12,6,12,3,2,20,5,180.433193106872,2,30.3,1.06666666666667,28.40625,.246937378087969
1463,1029,16284,1,13,1,5,4,1,1,1,1,1,12,8,12,9,12,7,2,20,5,279.382183113758,3,30.3,1.06666666666667,28.40625,.37097505337086
1454,1004,16285,4,13,1,6,4,1,1,1,1,1,8,7,6,6,7,7,3,20,5,141.648854765861,1,35.9111111111111,4.86666666666667,7.37899543378995,-1.59050160802583
1463,1029,16286,1,13,1,7,4,1,1,1,1,1,12,6,12,6,12,6,2,20,5,238.870585686738,3,30.3,1.06666666666667,28.40625, 
1454,1004,16287,4,13,2,11,4,1,1,1,1,1,7,7,6,5,5,6,3,20,5,155.197442868038,1,35.9111111111111,4.86666666666667,7.37899543378995,-1.15217283885338
1463,1029,16288,1,13,1,5,4,1,1,1,1,1,12,7,12,6,12,6,2,20,5,154.312050673959,1,30.3,1.06666666666667,28.40625,-1.0769051900193
873,827,16289,4,13,2,5,4,1,1,1,1,1,7,7,5,6,6,7,3,16,4,155.132264671843,1,69.7333333333333,1.73333333333333,40.2307692307692,-.509031140692463
1226,414,16290,1,13,1,6,4,1,1,1,1,1,66,66,66,66,66,66,3,9,3,128.832654106093,1,35.3655913978494,1.12903225806452,31.3238095238095, 
537,83,16292,1,13,1,12,4,1,1,1,1,1,6,6,12,6,12,6,3,3,1,234.264119571188,3,8.34042553191489,4.42553191489362,1.88461538461538, 
1122,155,16293,3,13,1,6,4,1,1,1,1,1,6,6,12,6,12,6,3,4,1,189.131293936702,2,50.5106837606838,3.51282051282051,14.3789537712895,-.947359909864906
1122,156,16294,3,13,2,6,4,1,1,3,2,2,7,8,12,8,12,7,3,4,1,198.615481672775,2,50.5106837606838,3.51282051282051,14.3789537712895,-1.62044050630434
1122,155,16295,3,13,1,2,4,1,1,1,1,1,6,6,12,6,12,7,3,4,1,205.857472025809,2,50.5106837606838,3.51282051282051,14.3789537712895, 
1122,155,16297,3,13,1,7,4,1,1,1,1,1,7,6,12,7,12,6,3,4,1,177.283130576093,2,50.5106837606838,3.51282051282051,14.3789537712895,1.01411675153178
1122,155,20085,3,13,1,8,4,1,1,1,1,1,8,7,12,7,12,8,3,4,1,247.396589250177,3,50.5106837606838,3.51282051282051,14.3789537712895,-.803790281604002
1122,155,16298,3,13,2,6,4,1,1,1,4,1,6,7,12,6,12,7,3,4,1,191.955066124854,2,50.5106837606838,3.51282051282051,14.3789537712895,-.670870460375457
1122,155,16299,3,13,1,4,4,1,1,1,1,1,8,8,12,7,12,8,3,4,1,216.43194148891,3,50.5106837606838,3.51282051282051,14.3789537712895,-.354762835476631
1465,1037,16300,3,13,1,7,4,1,1,1,1,1,6,7,12,5,12,6,4,54,2,202.387603207107,2,14.6634615384615,1.5,9.77564102564102,-.0943462681287544
1465,1037,16301,3,13,1,1,4,1,1,1,1,1,7,7,12,8,12,9,4,54,2,222.471457994585,3,14.6634615384615,1.5,9.77564102564102,.089167463975947
1465,1037,16303,3,13,1,6,4,1,1,1,1,1,5,6,12,4,12,5,4,54,2,148.267518770012,1,14.6634615384615,1.5,9.77564102564102,-.349299611294997
1465,1036,16304,3,13,2,12,4,1,1,1,1,1,7,9,12,9,12,9,4,54,2,250.947316599386,3,14.6634615384615,1.5,9.77564102564102,.478098002347806
1465,1036,16305,3,13,2,9,4,1,1,1,1,1,7,6,12,8,12,6,4,54,2,212.846976424238,2,14.6634615384615,1.5,9.77564102564102,-.0778715485982623
1465,1037,16306,3,13,1,2,4,1,1,1,1,1,7,6,12,6,12,6,4,54,2,208.323009003672,2,14.6634615384615,1.5,9.77564102564102,-.670870460375457
1465,1036,16307,3,13,2,7,4,1,1,1,1,1,7,6,12,7,12,7,4,54,2,215.542321244831,2,14.6634615384615,1.5,9.77564102564102, 
1465,1037,16308,3,13,2,3,4,1,1,1,1,1,6,7,12,7,12,6,4,54,2,172.598381998107,2,14.6634615384615,1.5,9.77564102564102,.410738313056407
1465,1037,16309,3,13,1,2,4,1,1,1,1,1,6,6,12,9,12,9,4,54,2,279.449043928171,3,14.6634615384615,1.5,9.77564102564102,-.396204320072952
1465,1036,16310,3,13,2,1,4,1,1,1,1,1,7,9,12,9,12,8,4,54,2,197.473811409305,2,14.6634615384615,1.5,9.77564102564102,.546168446067384
607,232,16312,1,13,2,3,4,1,1,1,1,1,12,8,12,4,12,10,3,54,2,240.217749907823,3,11.3068181818182,5.86363636363636,1.92829457364341,1.15881598300494
976,1039,16313,2,13,2,12,3,1,3,1,1,1,12,7,12,5,12,5,4,54,2,187.450642667089,2,9.08602150537635,1.16129032258065,7.82407407407407,-.396204320072952
976,1038,16314,2,13,2,9,4,1,1,1,1,2,12,8,12,6,12,7,4,54,2,217.479889255965,3,9.08602150537635,1.16129032258065,7.82407407407407,-.625789060784446
976,1038,16315,2,13,1,10,3,1,3,1,1,1,12,6,12,5,12,6,4,54,2,195.385196456884,2,9.08602150537635,1.16129032258065,7.82407407407407,-.454235583082612
976,1038,16316,2,13,1,3,4,1,1,1,1,1,12,5,12,4,12,6,4,54,2,224.483893625327,3,9.08602150537635,1.16129032258065,7.82407407407407,-.19928223991637
976,1038,16318,2,13,1,9,4,1,1,1,1,1,12,5,12,5,12,6,4,54,2,211.259900897318,2,9.08602150537635,1.16129032258065,7.82407407407407,.433078094157453
976,1038,16319,2,13,2,6,4,1,1,1,1,1,12,6,12,5,12,7,4,54,2,230.088560383109,3,9.08602150537635,1.16129032258065,7.82407407407407, 
976,1039,16321,2,13,2,5,4,1,1,1,1,1,12,9,12,8,12,9,4,54,2,275.914793954222,3,9.08602150537635,1.16129032258065,7.82407407407407,.410738313056407
976,1038,16322,2,13,1,1,4,1,1,1,1,1,12,7,12,4,12,7,4,54,2,231.533237281762,3,9.08602150537635,1.16129032258065,7.82407407407407,.089167463975947
976,1038,16323,2,13,2,5,4,1,1,1,1,1,12,7,12,6,12,7,4,54,2,249.185002712378,3,9.08602150537635,1.16129032258065,7.82407407407407,-.349299611294997
1242,462,16324,1,13,1,4,4,1,1,1,1,1,12,6,12,5,12,7,3,10,3,214.295629545674,2,11.9066048031235,1.5952380952381,7.46384181688336,.709969381035822
728,475,16325,3,13,1,3,4,1,1,3,3,3,12,8,12,7,12,8,3,10,3,222.045727863113,3,9.27272727272727,7.40909090909091,1.25153374233129,1.19281914488572
724,468,16326,1,13,2,5,4,1,1,1,1,1,12,8,12,6,12,8,3,10,3,249.564273732179,3,10.418279202733,5.54166666666667,1.87999023207212,1.4803868320854
1243,467,16327,2,13,2,1,4,1,1,1,1,1,12,5,12,7,12,66,3,10,3,180.382867417694,2,8.7280701754386,2.34210526315789,3.72659176029963,-.695435388052366
1243,466,16328,2,13,2,9,4,1,1,1,1,1,12,6,12,4,12,66,3,10,3,193.676628304337,2,8.7280701754386,2.34210526315789,3.72659176029963,-.992441309455918
728,474,16329,3,13,1,3,4,1,1,3,2,2,12,7,12,6,12,7,3,10,3,218.372115016386,3,9.27272727272727,7.40909090909091,1.25153374233129,-.553974234184974
728,474,16330,3,13,1,7,4,1,1,1,1,1,12,7,12,9,12,9,3,10,3,257.855703359427,3,9.27272727272727,7.40909090909091,1.25153374233129,-.198400223223741
1242,463,16331,1,13,1,11,4,1,1,1,1,1,12,7,12,7,12,8,3,10,3,250.920535012826,3,11.9066048031235,1.5952380952381,7.46384181688336,1.33568760061224
1242,463,16332,1,13,1,3,4,1,1,1,1,1,12,6,12,7,12,8,3,10,3,244.470253513378,3,11.9066048031235,1.5952380952381,7.46384181688336,-1.30205190413351
724,468,16333,1,13,2,3,4,1,1,1,1,1,12,8,12,5,12,8,3,10,3,238.870585686738,3,10.418279202733,5.54166666666667,1.87999023207212,-.997904533637552
1242,463,16334,1,13,1,2,4,1,1,1,1,1,12,6,12,4,12,6,3,10,3,257.815885910772,3,11.9066048031235,1.5952380952381,7.46384181688336,.142001406300353
1251,494,16335,3,13,1,11,4,1,1,9,9,9,12,7,12,6,12,6,3,10,3,160.259927131302,1,17.7391304347826,1.04347826086957,17,.134110557468457
1251,494,16336,3,13,1,6,4,2,1,1,2,1,12,7,12,5,12,6,3,10,3,203.025580700335,2,17.7391304347826,1.04347826086957,17,-.454235583082612
1249,486,16337,2,13,2,9,4,1,1,1,1,1,12,8,12,6,12,6,3,10,3,160.259927131302,1,11.4367816091954,2.17241379310345,5.26455026455027,.0494042042903993
1251,494,16338,3,13,1,2,4,1,1,1,1,1,12,8,12,10,12,8,3,10,3,184.749038124966,2,17.7391304347826,1.04347826086957,17,-.538091204651805
1251,494,16339,3,13,1,9,4,1,1,1,1,1,12,8,12,6,12,7,3,10,3,199.618508861358,2,17.7391304347826,1.04347826086957,17,1.01411675153178
1266,533,16340,4,13,2,3,4,1,1,1,1,1,12,7,12,8,12,9,3,11,3,208.713790490512,2,12.3333333333333,1.14285714285714,10.7916666666667,-.396204320072952
1268,536,16341,2,13,2,10,4,1,1,1,1,1,12,6,12,5,12,6,5,11,3,149.925658206403,1,11.865,2.225,5.33258426966292,1.24851545339739
1360,765,16342,2,13,2,9,4,1,1,1,1,1,8,8,8,8,6,6,3,15,4,249.800078448421,3,16.6575630252101,1.02941176470588,16.1816326530612,-.00538898111349051
1466,1041,16343,2,13,2,12,3,1,3,1,1,1,6,7,7,66,8,9,3,12,3,193.392087322474,2,42.0647058823529,1.61764705882353,26.0036363636364, 
1248,480,16344,2,13,2,8,4,1,1,1,1,3,12,9,12,6,12,8,3,10,3,245.173918349937,3,9.21296296296296,1.05555555555556,8.7280701754386,1.30843151699465
1250,489,16346,4,13,1,4,4,1,1,1,1,1,7,5,5,8,5,7,3,10,3,174.948908107733,2,10.7849462365591,3.83870967741935,2.80952380952381,1.14357948160977
1248,484,16347,1,13,2,1,5,1,1,3,2,2,12,8,12,7,12,9,3,10,3,265.632391359593,3,11.9613897945489,.964285714285714,12.404404231384,-1.74051897940445
1248,484,16348,1,13,2,7,4,1,1,3,2,2,12,8,12,8,12,8,3,10,3,282.150979685096,3,11.9613897945489,.964285714285714,12.404404231384,-.553974234184974
1248,483,16350,1,13,1,6,4,1,1,1,1,1,12,9,12,9,12,9,3,10,3,283.362301132111,3,13.1599316245049,2.78947368421053,4.71771133708665,.246937378087969
1248,484,16351,1,13,2,8,4,1,1,1,1,1,12,9,12,9,12,8,3,10,3,256.760276039928,3,11.9613897945489,.964285714285714,12.404404231384,1.12123970050873
1248,483,16352,1,13,1,7,4,4,1,2,4,4,12,6,12,7,12,8,3,10,3,283.275778525767,3,13.1599316245049,2.78947368421053,4.71771133708665,-.266301583219508
1248,483,16353,1,13,1,3,4,1,1,3,3,3,12,8,12,6,12,9,3,10,3,275.914793954222,3,13.1599316245049,2.78947368421053,4.71771133708665,.250446378745381
1302,617,16354,2,13,1,5,4,1,1,1,1,1,12,6,12,6,12,6,3,12,3,191.934389864655,2,33.2604651162791,3.25581395348837,10.2157142857143,-.947359909864906
793,633,16355,1,13,2,6,4,1,1,1,1,2,66,6,6,66,5,66,3,13,4,203.025580700335,2,8.20930232558139,1.81395348837209,4.52564102564102,-.19928223991637
793,634,16356,1,13,2,1,5,1,1,3,3,2,66,7,7,66,66,6,3,13,4,240.14367169572,3,8.20930232558139,1.81395348837209,4.52564102564102,.867739295147844
793,633,16357,1,13,2,2,4,1,1,1,1,1,66,7,8,66,8,66,3,13,4,229.330798107061,3,8.20930232558139,1.81395348837209,4.52564102564102,-.992441309455918
1308,632,16358,2,13,2,7,4,1,1,1,1,1,12,7,12,6,12,6,3,13,4,180.89514762112,2,22.4722222222222,1.125,19.9753086419753,-.553974234184974
1364,772,16359,3,13,2,9,4,1,1,1,1,1,6,6,6,6,6,6,3,15,4,192.707151517409,2,24.4427244582043,1.03508771929825,23.6141575274177,-1.14165500605671
793,636,16360,2,13,2,5,4,1,1,1,1,1,66,8,8,66,66,7,3,13,4,207.225634608872,2,12.5426356589147,3.09302325581395,4.05513784461153,.089167463975947
793,633,16361,1,13,2,3,5,1,1,1,1,1,66,7,7,66,7,66,3,13,4,226.170851640389,3,8.20930232558139,1.81395348837209,4.52564102564102,.250446378745381
797,643,16362,3,13,1,5,4,1,1,1,1,1,12,8,12,6,12,7,3,13,4,198.875549342229,2,13.5911111111111,5.08888888888889,2.6707423580786,-.160467739284832
1310,640,16363,1,13,2,3,4,1,1,1,1,1,12,8,12,8,12,9,3,13,4,228.655394535123,3,18.1395348837209,3.93023255813953,4.61538461538461,-.0746334709924914
1310,640,16364,1,13,2,3,4,1,1,3,2,2,12,7,12,7,12,8,3,13,4,241.844817541482,3,18.1395348837209,3.93023255813953,4.61538461538461,-.698673465658137
1310,640,16365,1,13,2,9,4,1,1,1,1,1,12,9,12,9,12,9,3,13,4,283.275778525767,3,18.1395348837209,3.93023255813953,4.61538461538461,1.4803868320854
1315,653,16366,4,13,1,7,4,1,1,1,1,1,99,99,99,99,99,99,9,13,4,193.669148332107,2,11.71875,1.78125,6.57894736842105,-.19928223991637
1315,653,16367,4,13,1,12,4,1,1,1,1,1,99,99,99,99,99,99,9,13,4,176.984959956549,2,11.71875,1.78125,6.57894736842105, 
1310,639,16368,1,13,2,7,4,1,1,1,1,1,12,7,12,4,12,7,3,13,4,190.924762920212,2,18.1395348837209,3.93023255813953,4.61538461538461,1.63815674619743
1310,640,16369,1,13,2,1,4,1,1,1,1,1,12,8,12,8,12,8,3,13,4,195.420350370486,2,18.1395348837209,3.93023255813953,4.61538461538461,-.198400223223741
1315,653,16370,4,13,1,4,4,1,1,1,1,1,99,99,99,99,99,99,9,13,4,148.683302596186,1,11.71875,1.78125,6.57894736842105,-2.83815134787438
1310,640,20086,1,13,1,12,4,1,1,1,1,1,12,6,12,5,12,7,3,13,4,218.872542938016,3,18.1395348837209,3.93023255813953,4.61538461538461,-.698854309816386
1310,640,16371,1,13,1,12,4,1,1,1,1,1,12,7,12,6,12,8,3,13,4,257.855703359427,3,18.1395348837209,3.93023255813953,4.61538461538461,.071743985391445
497,1042,16372,1,13,1,7,4,1,1,1,1,1,6,6,4,4,5,5,3,14,4,166.023592102347,1,6.10576923076923,1.03846153846154,5.87962962962963,.443859458244551
497,1042,16373,1,13,1,4,5,1,1,1,1,1,7,7,5,5,4,4,3,14,4,147.47865283659,1,6.10576923076923,1.03846153846154,5.87962962962963,1.31658589711697
497,1042,20087,1,13,2,4,4,1,1,1,1,4,8,8,6,6,6,6,3,14,4,155.738203299905,1,6.10576923076923,1.03846153846154,5.87962962962963,-1.55186795155254
497,1042,16374,1,13,2,10,4,1,1,1,1,1,7,7,6,6,7,7,3,14,4,180.89514762112,2,6.10576923076923,1.03846153846154,5.87962962962963,1.92923343405453
497,1042,16375,1,13,2,1,5,1,1,1,1,1,5,6,6,6,5,5,3,14,4,137.238384137078,1,6.10576923076923,1.03846153846154,5.87962962962963,-.354762835476631
497,1042,16376,1,13,1,5,4,1,1,1,1,1,6,6,7,7,9,9,3,14,4,257.815885910772,3,6.10576923076923,1.03846153846154,5.87962962962963,1.63815674619743
1362,768,16377,2,13,2,9,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,195.313936271305,2,70.7946428571429,1.0625,66.6302521008404,-.349299611294997
898,880,16378,4,13,1,7,4,1,1,1,1,1,6,5,6,5,7,6,3,17,5,175.828744022546,2,13.5166666666667,1.33333333333333,10.1375,.443859458244551
898,880,16379,4,13,1,6,4,1,1,1,1,1,4,4,6,5,6,6,3,17,5,156.538127697637,1,13.5166666666667,1.33333333333333,10.1375, 
888,861,16380,3,13,1,6,4,1,1,1,1,1,66,6,66,6,66,6,3,17,5,173.294935686791,2,8.06060606060606,1.96969696969697,4.09230769230769,-2.83815134787438
1403,878,16381,2,13,2,1,4,1,1,1,1,1,99,99,99,99,99,99,9,17,5,163.249365076005,1,6.87878787878788,3.15151515151515,2.18269230769231,-.853205302164389
890,867,16382,1,13,2,1,5,1,1,1,1,1,8,9,8,7,10,9,3,17,5,247.430702667132,3,6.9047619047619,1,6.9047619047619,-.19928223991637
890,867,16383,1,13,2,1,5,1,1,1,1,1,8,8,7,8,8,9,3,17,5,220.232000444206,3,6.9047619047619,1,6.9047619047619,.572017227825841
890,867,16384,1,13,2,2,4,1,1,1,1,1,8,8,7,7,8,7,3,17,5,179.622620018309,2,6.9047619047619,1,6.9047619047619,-.179569442780107
1213,385,16385,3,13,2,9,4,1,1,1,3,1,8,8,7,66,12,8,3,8,2,209.881637030221,2,37.2980769230769,2.53846153846154,14.6931818181818,.870366279112627
1401,873,16386,2,13,2,5,4,4,1,1,1,2,12,9,12,8,12,5,3,17,5,179.952616221606,2,4.82978723404255,2.85106382978723,1.69402985074627,1.38711424107752
1198,353,16387,1,13,2,10,4,1,1,1,1,3,12,7,12,6,12,8,3,8,2,237.64006877188,3,15.9756097560976,6.21951219512195,2.56862745098039,1.51438999396618
1172,281,16389,3,13,2,4,5,1,1,1,1,1,12,5,12,5,12,4,3,6,2,159.555691343862,1,49.5142857142857,5.05714285714286,9.7909604519774,.565270149562659
1075,37,16390,3,13,1,4,2,4,3,9,9,9,4,7,66,7,66,9,3,2,1,189.292989321255,2,35.1714285714286,6.77142857142857,5.19409282700422,-.0969732520935373
1128,167,16391,2,13,2,12,4,2,1,9,1,9,12,7,12,9,12,8,3,4,1,283.36230113211,3,29.6914893617021,1.04255319148936,28.4795918367347,.089167463975947
1123,158,16392,1,13,2,6,4,1,1,3,2,2,12,6,12,6,12,7,3,4,1,255.203171597062,3,43.9605263157895,1.47368421052632,29.8303571428571,-.997904533637552
1277,554,16393,1,13,2,6,4,1,1,9,9,9,12,7,12,8,12,9,3,12,3,283.201344668078,3,30.9833333333333,1.93333333333333,16.0258620689655,.443859458244551
1341,727,16394,2,13,2,5,4,1,1,1,1,1,12,4,12,6,12,6,3,15,4,195.04226563689,2,26.969387755102,1.02380952380952,26.3421926910299,-1.15217283885338
886,859,16395,2,13,2,12,4,1,1,1,1,1,12,7,12,6,12,8,3,17,5,231.547415690008,3,5.82051282051282,1.61538461538462,3.6031746031746,-1.59050160802583
965,1013,16396,4,13,1,9,4,1,1,1,1,1,12,2,12,6,12,6,3,20,5,149.925658206403,1,17.9555555555556,4.73333333333333,3.79342723004695,-.216520355571345
1241,461,16397,1,13,2,12,4,1,1,3,4,4,7,7,12,7,6,7,3,10,3,222.471457994585,3,5.16118276849339,.755102040816326,6.83507988259935, 
1250,490,16398,3,13,1,11,3,1,3,1,1,1,5,4,5,6,6,4,3,10,3,178.481874647896,2,10.4615384615385,2.30769230769231,4.53333333333333,-1.90025050880192
1280,562,16399,4,13,2,12,2,4,3,9,9,9,99,99,99,99,99,99,9,12,3,156.538127697637,1,45.4553571428571,1.89285714285714,24.0141509433962,-.553974234184974
771,583,16400,1,13,2,8,3,3,3,2,4,4,12,6,12,8,12,6,3,12,3,250.920535012826,3,20.6555555555556,3.31111111111111,6.23825503355705,-.997904533637552
814,677,16401,1,13,2,3,4,1,1,1,1,1,99,99,99,99,99,99,9,14,4,285.852593004117,3,2.84285714285714,1.48571428571429,1.91346153846154,-.337339356892129
1411,898,16402,4,13,1,11,4,1,1,9,9,9,7,7,5,4,5,4,3,18,5,154.54552850723,1,13.4176470588235,2.44117647058824,5.49638554216868,1.63815674619743
1449,988,16403,3,13,2,3,4,1,1,1,1,1,8,8,5,7,7,4,3,19,5,240.280364086057,3,29.6666666666667,1.71739130434783,17.2742616033755,-.997904533637552
1389,826,16404,4,13,1,2,5,1,1,1,4,1,6,6,5,6,12,6,3,16,4,147.47865283659,1,26.15,2.2,11.8863636363636,-1.15217283885338
873,827,16405,4,13,2,9,4,1,1,1,1,1,6,6,6,6,6,6,3,16,4,146.904829783593,1,69.7333333333333,1.73333333333333,40.2307692307692,-1.09737728124353
1400,866,16406,4,13,1,9,4,1,1,1,1,1,12,6,12,6,12,5,3,17,5,160.259927131302,1,7.24107142857143,1.07142857142857,6.75833333333333,.293842086865924
597,210,16407,1,13,2,3,4,1,1,9,9,9,7,7,8,8,5,7,4,51,2,240.14367169572,3,5.68456375838926,3.66666666666667,1.5503355704698,-.803609437445753
1148,208,16408,4,13,2,4,2,3,3,9,9,9,12,6,12,7,12,7,4,51,2,208.259661498992,2,2.09954751131222,1.43589743589744,1.46218487394958,-.349299611294997
1149,220,16409,3,13,1,10,4,1,1,9,9,9,12,6,12,6,12,7,4,51,2,206.782382745072,2,5.42647058823529,1.02941176470588,5.27142857142857,-.0555317674972164
1150,222,16410,2,13,2,10,4,1,1,1,1,1,8,8,8,8,8,8,4,51,2,242.942557196856,3,1.22637362637363,1.02857142857143,1.19230769230769,1.31658589711697
602,219,16411,3,13,2,4,4,1,1,1,1,4,12,5,12,8,12,7,4,51,2,283.362301132111,3,4.19318181818182,1.02272727272727,4.1,.249564362052752
1150,223,16412,2,13,2,2,4,1,1,9,9,9,6,6,7,7,5,5,4,51,2,183.020296809463,2,1.22637362637363,1.02857142857143,1.19230769230769,.443859458244551
598,212,16413,2,13,2,12,4,1,1,9,9,9,12,6,12,6,12,7,4,51,2,253.373707145691,3,5.8025641025641,4.86666666666667,1.19230769230769,-.19928223991637
602,218,16414,3,13,1,7,4,1,1,9,9,9,12,5,12,7,12,6,4,51,2,197.497792039725,2,4.19318181818182,1.02272727272727,4.1,1.78453420258136
602,219,16415,3,13,1,2,4,3,1,9,9,9,12,6,12,7,12,7,4,51,2,250.993145678613,3,4.19318181818182,1.02272727272727,4.1,-.349299611294997
602,219,16416,3,13,2,8,4,1,1,1,1,1,12,7,12,7,12,7,4,51,2,250.920535012826,3,4.19318181818182,1.02272727272727,4.1,.388398531955362
602,218,16417,3,13,2,7,4,1,1,1,1,1,12,6,12,8,12,7,4,51,2,210.134550779215,2,4.19318181818182,1.02272727272727,4.1,2.63973482150685
602,218,16418,3,13,2,3,4,1,1,1,1,1,12,7,12,8,12,8,4,51,2,234.291140312364,3,4.19318181818182,1.02272727272727,4.1,.788652105118686
1150,223,16419,2,13,2,1,4,1,1,1,1,1,8,8,6,6,7,7,4,51,2,222.045727863113,3,1.22637362637363,1.02857142857143,1.19230769230769,-.670870460375457
602,218,16420,3,13,1,12,3,1,3,1,1,4,12,5,12,7,12,8,4,51,2,212.846976424238,2,4.19318181818182,1.02272727272727,4.1,-.498513307895785
602,218,16421,3,13,2,8,3,3,3,2,3,3,12,8,12,8,12,8,4,51,2,219.455316728365,3,4.19318181818182,1.02272727272727,4.1,-1.0202443147386
1150,223,16422,2,13,1,10,4,4,1,1,1,4,5,5,5,5,5,5,4,51,2,263.267374488731,3,1.22637362637363,1.02857142857143,1.19230769230769,-1.6077397236808
602,219,16423,3,13,1,8,4,1,1,1,1,2,12,5,12,8,12,7,4,51,2,236.751613745737,3,4.19318181818182,1.02272727272727,4.1,.709969381035822
598,213,16424,2,13,2,8,4,1,1,1,1,2,12,8,12,6,12,8,4,51,2,256.566468771806,3,5.8025641025641,4.86666666666667,1.19230769230769,1.16373228552149
602,218,16425,3,13,2,5,3,1,3,3,4,2,12,8,12,8,12,8,4,51,2,212.846976424238,2,4.19318181818182,1.02272727272727,4.1,.393314834471905
602,218,16426,3,13,1,7,4,1,1,1,1,1,12,7,12,8,12,8,4,51,2,269.309008948087,3,4.19318181818182,1.02272727272727,4.1,.089167463975947
598,213,16427,2,13,2,8,4,1,1,1,1,1,12,8,12,8,12,7,4,51,2,283.201344668078,3,5.8025641025641,4.86666666666667,1.19230769230769,.515674284844023
599,214,16428,1,13,1,6,4,1,1,1,1,1,12,8,12,6,12,8,4,51,2,220.715722698071,3,4.77340162486754,3.07894736842105,1.5503355704698,1.4803868320854
602,219,16429,3,13,1,5,4,1,1,1,3,1,12,6,12,8,12,8,4,51,2,278.439546549082,3,4.19318181818182,1.02272727272727,4.1,1.09889991940768
1148,209,16430,4,13,1,9,4,1,1,1,1,1,12,8,12,8,12,8,4,51,2,222.471457994585,3,2.09954751131222,1.43589743589744,1.46218487394958,-1.15217283885338
598,212,16431,2,13,2,12,4,1,1,1,1,1,12,6,12,6,12,8,4,51,2,240.14367169572,3,5.8025641025641,4.86666666666667,1.19230769230769,1.03645653263283
